id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,expires_date
4900,1764,Visa,Debit,4931400640582638,835,YES,2,$15658,09/2016,2016,No,2034-09-01
2118,1764,Mastercard,Credit,5099657480091697,249,YES,1,$8900,03/2006,2025,No,2030-01-01
1272,1830,Mastercard,Debit,5413909063250465,732,YES,1,$12782,02/2011,2025,No,2031-08-01
5217,1830,Visa,Debit,4940361010295816,253,YES,1,$17297,10/2010,2010,No,2032-05-01
4083,1830,Mastercard,Credit,5598315468243237,385,YES,1,$10600,08/1994,2025,No,2029-09-01
1052,157,Mastercard,Debit,5056408661252934,961,YES,1,$10644,02/2005,2025,No,2030-07-01
4867,157,Visa,Debit,4884544538827906,296,YES,1,$13438,09/2013,2013,No,2032-05-01
1250,676,Visa,Credit,4209302581526449,777,YES,2,$9300,02/2010,2010,No,2032-01-01
3910,676,Visa,Debit,4273067279715891,541,YES,2,$34175,07/2009,2025,No,2034-01-01
5871,1481,Visa,Debit,4866092405623392,386,YES,2,$367,12/2006,2010,No,2034-04-01
4720,1481,Mastercard,Debit,5746148101457486,950,YES,2,$441,09/2009,2014,No,2029-12-01
3056,1902,Mastercard,Debit,5099488514797621,652,YES,2,$11087,05/2010,2025,No,2028-08-01
3192,123,Mastercard,Debit,5404585495463228,263,YES,2,$15305,05/2017,2017,No,2030-03-01
1196,1995,Visa,Debit,4014763594580478,355,YES,2,$11268,02/2009,2013,No,2029-10-01
4916,1688,Mastercard,Debit,5161633770589124,891,YES,2,$21502,09/2018,2018,No,2029-07-01
2119,1895,Mastercard,Debit,5267518025716847,292,YES,2,$2042,03/2006,2013,No,2031-11-01
1090,1895,Mastercard,Debit,5343513913226549,514,YES,1,$13922,02/2006,2026,No,2035-10-01
5047,1891,Discover,Credit,6441659233130363,515,YES,2,$13100,10/2006,2006,No,2034-06-01
1161,1891,Visa,Debit,4268017872699469,476,YES,2,$15227,02/2008,2015,No,2031-02-01
1251,1891,Visa,Credit,4033929197271889,190,YES,2,$3300,02/2010,2010,No,2035-02-01
5440,1891,Visa,Debit,4759457733349546,437,YES,1,$19829,11/2005,2010,No,2032-10-01
4552,341,Mastercard,Debit (Prepaid),5560061541901648,633,YES,1,$55,09/2026,2010,No,2028-12-01
5417,341,Visa,Credit,4108533772649718,548,YES,1,$37600,11/2026,2006,No,2030-07-01
6109,1571,Mastercard,Debit,5800183437928465,148,YES,2,$16325,12/2015,2015,No,2032-01-01
2487,1571,Mastercard,Debit,5128197080308718,759,YES,1,$17885,04/2005,2010,No,2031-10-01
5397,1571,Visa,Debit,4704455652130191,175,YES,1,$24827,11/2003,2022,No,2028-10-01
3165,1571,Mastercard,Debit,5908095549619753,530,YES,1,$30704,05/2015,2015,No,2035-12-01
3499,1615,Visa,Debit,4279264771451574,378,YES,2,$13637,06/2010,2026,No,2033-06-01
5157,1615,Mastercard,Debit,5200107685480370,624,YES,1,$2504,10/2009,2016,No,2029-07-01
5473,1615,Visa,Debit,4003165279623450,317,YES,1,$15535,11/2006,2015,No,2034-11-01
4254,1615,Mastercard,Debit,5155468051288343,703,YES,1,$14898,08/2008,2022,No,2032-07-01
1147,1615,Mastercard,Debit,5625958291463283,783,YES,2,$9696,02/2008,2014,No,2031-08-01
4738,1615,Visa,Debit,4577924057885157,594,YES,1,$22310,09/2009,2025,No,2033-08-01
1630,1647,Mastercard,Credit,5443689960543700,591,YES,2,$9200,02/2020,2020,No,2032-06-01
1631,1647,Mastercard,Debit,5221540371047992,258,YES,1,$21244,02/2020,2020,No,2033-03-01
1901,1647,Visa,Debit,4041750526955037,408,NO,2,$20751,02/2020,2020,No,2033-11-01
2061,680,Mastercard,Debit,5508553199519084,196,YES,2,$16347,03/2026,2010,No,2029-02-01
3951,52,Visa,Debit,4954962607216980,995,YES,1,$23404,07/2010,2026,No,2029-08-01
4976,52,Visa,Debit,4435466238583873,708,YES,2,$20930,10/2002,2022,No,2030-04-01
2322,52,Visa,Debit,4343642801597529,754,YES,2,$23014,03/2013,2013,No,2031-08-01
2853,1034,Discover,Credit,6281560178306833,359,YES,1,$11500,05/2026,2007,No,2030-01-01
1137,1034,Discover,Credit,6745517172173148,611,YES,2,$13000,02/2008,2024,No,2035-12-01
2765,1034,Visa,Debit,4882435446100322,332,YES,1,$21102,04/2016,2016,No,2033-06-01
4622,1034,Visa,Debit (Prepaid),4900895647847430,730,YES,1,$60,09/2006,2024,No,2032-12-01
4449,677,Mastercard,Debit,5779825688535232,458,YES,1,$34826,08/2015,2015,No,2028-08-01
3274,440,Mastercard,Debit,5432650033328112,920,YES,2,$5307,06/2026,2010,No,2031-03-01
3736,440,Mastercard,Debit,5405681429153556,810,YES,2,$47131,07/2005,2022,No,2030-07-01
1216,440,Mastercard,Debit,5244693372159107,682,YES,1,$6875,02/2010,2026,No,2032-02-01
1356,338,Mastercard,Debit,5404154440554855,190,YES,1,$31747,02/2015,2015,No,2029-01-01
1317,338,Mastercard,Debit,5004660687674189,841,YES,2,$50127,02/2013,2013,No,2028-02-01
1205,1120,Discover,Credit,6983129592633814,237,YES,2,$21400,02/2010,2010,No,2034-02-01
4641,1127,Mastercard,Debit,5968559734305335,303,YES,2,$24614,09/2007,2026,No,2034-10-01
4605,1127,Mastercard,Debit,5365437807241284,623,YES,2,$2809,09/2006,2025,No,2035-02-01
3694,1127,Mastercard,Debit,5672946381379338,314,NO,2,$15076,07/2003,2015,No,2035-10-01
3869,1127,Visa,Debit,4858037645038535,745,YES,1,$27646,07/2008,2024,No,2033-05-01
2675,1662,Mastercard,Debit,5275365619003581,507,YES,1,$29948,04/2011,2025,No,2033-10-01
4541,1662,Visa,Debit,4182859596486161,890,YES,2,$28021,09/2003,2025,No,2034-05-01
6087,1662,Mastercard,Debit (Prepaid),5298865153588955,297,NO,1,$58,12/2013,2013,No,2035-09-01
1632,1848,Mastercard,Debit,5537790974948480,935,YES,2,$19880,02/2020,2020,No,2033-01-01
1308,1444,Visa,Debit,4445219636598507,699,YES,1,$42670,02/2012,2026,No,2031-12-01
3631,1444,Mastercard,Debit,5918825657025750,152,YES,2,$50521,06/2018,2018,No,2030-12-01
2648,1444,Mastercard,Debit,5734359364174769,802,YES,2,$27982,04/2010,2010,No,2033-06-01
5965,1444,Mastercard,Debit,5143782902956271,803,YES,1,$22886,12/2009,2024,No,2030-12-01
2882,1444,Mastercard,Debit,5358748385757375,637,YES,2,$32049,05/2005,2021,No,2031-08-01
5118,1444,Mastercard,Debit,5457892332691018,949,NO,1,$45141,10/2008,2010,No,2030-10-01
5009,45,Mastercard,Debit (Prepaid),5525601416941014,154,YES,1,$44,10/2026,2014,No,2034-04-01
5651,1102,Mastercard,Debit,5977051342540190,806,YES,2,$5414,11/2011,2026,No,2035-02-01
5010,1102,Mastercard,Debit,5884636845919714,425,YES,2,$17846,10/2026,2025,No,2028-11-01
3952,1102,Visa,Debit (Prepaid),4086369836640262,257,YES,2,$51,07/2010,2014,No,2031-08-01
3390,1636,Mastercard,Credit,5891980090129648,843,YES,1,$5600,06/2008,2025,No,2028-08-01
2930,1636,Mastercard,Debit,5805477288229197,832,YES,2,$7090,05/2007,2017,No,2033-09-01
2018,502,Discover,Credit,6910816000642923,845,YES,2,$7900,03/2001,2004,No,2033-02-01
3521,502,Mastercard,Debit,5031093004521446,834,NO,1,$415,06/2011,2013,No,2028-10-01
3283,5,Visa,Debit,4062156976910800,305,NO,2,$12286,06/2026,2013,No,2033-06-01
4407,1712,Mastercard,Debit,5235277792486600,314,YES,1,$35175,08/2013,2013,No,2031-07-01
3291,1712,Mastercard,Debit,5526616116382741,600,YES,1,$21205,06/2005,2010,No,2030-08-01
4056,1712,Mastercard,Debit,5071372204646552,958,NO,1,$25985,07/2017,2017,No,2032-09-01
3711,1712,Mastercard,Debit,5313636141539714,212,NO,1,$39431,07/2026,2022,No,2031-09-01
4342,1712,Visa,Debit,4631337182936138,847,YES,2,$18288,08/2010,2026,No,2035-06-01
2184,1360,Mastercard,Debit,5823085266965025,876,YES,2,$12367,03/2008,2022,No,2032-07-01
1349,993,Visa,Credit,4260552166292092,384,YES,1,$9500,02/2014,2014,No,2030-09-01
4721,642,Mastercard,Debit,5229231041808987,670,YES,2,$8812,09/2009,2024,No,2034-04-01
5934,642,Mastercard,Debit,5081900353730451,533,YES,1,$13104,12/2008,2017,No,2034-12-01
2430,1871,Mastercard,Debit,5203247586217393,503,YES,1,$9454,04/2002,2007,No,2034-08-01
5672,1871,Mastercard,Debit,5410528927271572,651,YES,1,$13764,11/2012,2026,No,2032-03-01
4470,1871,Mastercard,Debit,5892723462268595,355,YES,1,$14639,08/2018,2018,No,2034-10-01
4429,1871,Mastercard,Debit,5896330225827400,851,NO,2,$20277,08/2014,2014,No,2030-08-01
1633,1871,Mastercard,Debit,5342464568793113,260,YES,1,$11166,02/2020,2020,No,2034-10-01
5491,1721,Mastercard,Credit,5632468453747633,296,YES,2,$7200,11/2007,2010,No,2033-01-01
3610,1721,Mastercard,Debit,5754434443697253,789,YES,1,$12389,06/2016,2016,No,2030-04-01
5372,868,Visa,Debit,4025137324225957,653,YES,2,$13455,11/2001,2025,No,2028-09-01
2233,868,Visa,Debit (Prepaid),4595382752542331,475,YES,2,$48,03/2009,2013,No,2029-11-01
5565,868,Mastercard,Debit (Prepaid),5680583752844424,504,YES,2,$49,11/2009,2024,No,2034-06-01
3292,868,Mastercard,Credit,5925756786369213,556,NO,1,$6800,06/2005,2024,No,2034-06-01
2985,1517,Visa,Credit,4225059111399176,829,YES,2,$24900,05/2008,2013,No,2030-03-01
1634,1517,Mastercard,Debit,5764133440846689,480,YES,2,$23231,02/2020,2020,No,2031-01-01
2131,1517,Visa,Debit (Prepaid),4203776062748208,193,YES,2,$18,03/2006,2013,No,2029-02-01
5340,364,Mastercard,Debit,5480998753252900,110,YES,1,$13699,10/2019,2019,No,2035-07-01
4623,364,Visa,Credit,4748763826906132,478,NO,2,$11700,09/2006,2010,No,2033-12-01
5673,364,Mastercard,Debit,5100254410135496,723,YES,1,$15612,11/2012,2026,No,2032-05-01
4642,686,Mastercard,Debit,5233470858754888,870,YES,1,$4699,09/2007,2018,No,2032-01-01
1635,696,Mastercard,Debit,5634720557033736,644,YES,1,$77778,02/2020,2020,No,2028-10-01
3870,696,Visa,Debit,4288163100200556,765,NO,1,$31755,07/2008,2022,No,2034-11-01
2695,696,Mastercard,Debit,5648047323588801,470,YES,1,$28601,04/2012,2026,No,2031-04-01
2488,696,Mastercard,Credit,5628686337388309,842,YES,2,$25900,04/2005,2025,No,2029-06-01
4953,696,Mastercard,Debit (Prepaid),5293099993474749,140,YES,2,$97,10/2001,2010,No,2031-04-01
4207,696,Mastercard,Debit,5584427717587374,957,NO,2,$22553,08/2007,2010,No,2028-01-01
5612,696,Mastercard,Debit (Prepaid),5276972829621865,803,YES,2,$65,11/2010,2015,No,2030-09-01
1217,962,Mastercard,Debit,5180139423244093,633,YES,2,$9141,02/2010,2025,No,2029-11-01
5966,1407,Mastercard,Debit,5647392545129328,236,YES,2,$14733,12/2009,2025,No,2029-07-01
5384,1407,Visa,Debit,4543221446829326,587,YES,1,$15814,11/2002,2010,No,2032-06-01
2313,1407,Mastercard,Debit,5848203145087847,597,YES,1,$20816,03/2013,2013,No,2030-11-01
4471,1015,Mastercard,Debit,5620673787409550,842,YES,1,$35493,08/2018,2018,No,2028-03-01
5271,1015,Mastercard,Debit,5849371224627148,636,YES,2,$58311,10/2013,2013,No,2030-05-01
1636,1015,Mastercard,Credit,5981150339766533,601,YES,1,$24700,02/2020,2020,No,2030-12-01
1113,1015,Mastercard,Debit (Prepaid),5964863053217701,287,YES,1,$58,02/2007,2026,No,2033-06-01
2211,1456,Discover,Credit,6932682320710660,294,YES,2,$7400,03/2009,2017,No,2030-05-01
5935,1456,Mastercard,Debit,5839391622959364,985,YES,2,$11310,12/2008,2026,No,2029-11-01
1273,1456,Mastercard,Credit,5451139349544228,832,NO,2,$7200,02/2011,2025,No,2030-03-01
4898,1861,Mastercard,Debit,5475273052994397,101,YES,1,$32325,09/2016,2016,No,2028-11-01
3096,161,Mastercard,Debit,5018191731735773,889,YES,1,$13612,05/2011,2025,No,2033-02-01
5588,161,Visa,Debit,4764927598078199,254,YES,1,$11168,11/2009,2024,No,2028-02-01
2567,263,Mastercard,Debit (Prepaid),5332123291595768,494,YES,1,$61,04/2008,2024,No,2034-05-01
1392,263,Mastercard,Debit,5981206880089611,421,YES,1,$12103,02/2019,2019,No,2035-04-01
2994,1389,Discover,Credit,6880652319415117,218,YES,2,$7900,05/2009,2010,No,2035-03-01
2301,1389,Mastercard,Debit,5603221270332940,316,YES,1,$11408,03/2012,2026,No,2029-08-01
4779,1707,Mastercard,Debit,5101090738920824,325,YES,1,$22362,09/2010,2014,No,2028-06-01
1902,1374,Visa,Debit,4641287909590417,819,YES,1,$14993,02/2020,2020,No,2030-03-01
5967,1855,Mastercard,Debit,5900286231363635,172,YES,1,$29716,12/2009,2025,No,2029-10-01
4304,1855,Visa,Debit,4993861165139696,663,YES,1,$19258,08/2009,2025,No,2029-01-01
3021,1855,Visa,Credit,4355832454848293,490,YES,3,$13400,05/2009,2025,No,2035-07-01
4564,274,Visa,Debit,4636302289774996,898,YES,1,$20961,09/2026,2010,No,2028-02-01
2841,274,Mastercard,Credit,5703235867357528,825,YES,2,$10500,05/2003,2016,No,2034-01-01
3184,1552,Visa,Credit,4498319484048588,282,YES,2,$11300,05/2016,2016,No,2030-01-01
1380,1552,Mastercard,Debit,5909552342193744,675,YES,1,$13866,02/2018,2018,No,2028-09-01
1448,635,Discover,Credit,6130054955952438,970,YES,1,$6100,02/2020,2020,No,2035-11-01
5218,1526,Visa,Debit,4852239481506092,226,NO,1,$3728,10/2010,2010,No,2032-09-01
3664,1526,Discover,Credit,6172129329668613,585,YES,1,$7400,07/2001,2007,No,2028-04-01
4722,1526,Mastercard,Debit (Prepaid),5821558147911214,558,YES,1,$77,09/2009,2024,No,2032-10-01
2100,1526,Visa,Debit,4643281848838061,413,YES,1,$12299,03/2005,2007,No,2029-08-01
3425,740,Mastercard,Debit,5153811866078718,115,YES,2,$2172,06/2009,2017,No,2028-02-01
5674,1421,Mastercard,Debit (Prepaid),5874995941788498,595,YES,1,$65,11/2012,2026,No,2032-12-01
3550,1421,Mastercard,Debit,5757503231654928,514,YES,1,$17993,06/2012,2026,No,2029-06-01
5833,1538,Mastercard,Debit,5128394597214303,984,YES,2,$16398,12/2005,2021,No,2029-09-01
3206,1538,Mastercard,Debit,5013050025628156,272,YES,2,$21284,06/1998,2016,No,2031-02-01
3599,1101,Visa,Debit,4683799898016256,938,NO,2,$13022,06/2015,2015,No,2029-07-01
1905,1101,Visa,Credit,4591328314306371,252,YES,1,$8500,02/2020,2020,No,2033-10-01
3448,92,Visa,Debit,4130167694765134,299,YES,1,$34123,06/2009,2024,No,2035-03-01
2802,92,Mastercard,Debit,5123318890212912,821,YES,1,$25670,05/2025,2010,No,2033-01-01
2803,92,Mastercard,Credit,5719709279353504,403,YES,1,$9000,05/2025,2026,No,2031-11-01
5947,92,Visa,Debit,4963194250583008,150,YES,2,$8280,12/2008,2017,No,2030-03-01
5770,125,Mastercard,Debit,5945807507752763,282,YES,2,$9741,12/2001,2010,No,2031-05-01
2023,125,Mastercard,Debit,5228524583663222,720,YES,2,$1326,03/2001,2025,No,2030-11-01
2120,125,Mastercard,Credit,5824671780662841,554,YES,1,$5500,03/2006,2026,No,2034-10-01
2225,449,Mastercard,Debit,5397488043496245,915,YES,2,$16675,03/2009,2024,No,2032-06-01
3559,449,Visa,Debit,4345910488111903,867,YES,1,$14277,06/2012,2026,No,2031-08-01
2738,449,Visa,Debit,4169464534562522,770,YES,2,$13368,04/2014,2014,No,2029-11-01
5894,449,Mastercard,Credit,5242288844676225,740,YES,1,$12700,12/2007,2016,No,2030-07-01
4696,1173,Visa,Debit,4547819605508075,410,YES,1,$1342,09/2008,2022,No,2028-08-01
2986,1173,Visa,Credit,4285723805461636,282,YES,2,$8700,05/2008,2024,No,2029-06-01
2388,1173,Visa,Debit (Prepaid),4505985086777391,675,YES,2,$75,03/2019,2019,No,2032-06-01
1033,1173,Mastercard,Debit,5610643638268100,739,YES,1,$35062,02/2026,2025,No,2028-01-01
5662,1173,Visa,Credit,4807938969312222,158,YES,1,$16900,11/2011,2025,No,2035-03-01
5197,1810,Mastercard,Credit,5595124692967493,474,NO,2,$9000,10/2010,2010,No,2035-08-01
4839,1810,Visa,Credit,4552564122869013,816,YES,2,$9800,09/2012,2026,No,2030-04-01
5936,1810,Mastercard,Credit,5374521575849221,720,YES,1,$10600,12/2008,2024,No,2034-09-01
3522,1843,Mastercard,Debit,5247241630893016,285,YES,2,$12189,06/2011,2025,No,2035-11-01
4553,1843,Mastercard,Debit,5813126802246388,390,YES,2,$10638,09/2026,2010,No,2031-09-01
2033,1843,Mastercard,Credit,5937483494199250,651,YES,1,$13200,03/2002,2018,No,2031-04-01
5834,1843,Mastercard,Credit,5696507697447293,829,YES,2,$4800,12/2005,2024,No,2032-04-01
5331,1578,Visa,Debit (Prepaid),4805717527228441,689,YES,2,$64,10/2018,2018,No,2028-03-01
5548,658,Visa,Credit,4998523019501501,730,YES,1,$13800,11/2008,2022,No,2035-02-01
2146,1858,Mastercard,Credit,5990870436342591,373,YES,2,$8200,03/2007,2010,No,2030-02-01
5350,1503,Visa,Credit,4896740019424793,107,YES,2,$12600,11/1996,2014,No,2030-04-01
3476,1503,Mastercard,Debit,5527540454179734,594,YES,2,$15552,06/2010,2014,No,2032-10-01
3772,1503,Mastercard,Debit,5573928816931767,814,YES,2,$24049,07/2006,2013,No,2035-05-01
1906,725,Visa,Debit,4736166071228961,535,YES,1,$17382,02/2020,2020,No,2035-07-01
1907,725,Visa,Debit,4043193069414737,859,NO,1,$19483,02/2020,2020,No,2034-05-01
5785,1671,Visa,Debit,4549207388694992,454,YES,2,$2174,12/2002,2010,No,2034-01-01
4430,1233,Mastercard,Debit,5800282249045735,159,YES,2,$25301,08/2014,2014,No,2031-02-01
4823,1233,Visa,Credit,4500413559560458,772,YES,2,$11000,09/2011,2013,No,2033-07-01
1449,1233,Discover,Credit,6910507672679889,303,YES,1,$7100,02/2020,2020,No,2028-10-01
4255,1271,Mastercard,Debit (Prepaid),5359728537890316,268,YES,2,$57,08/2008,2022,No,2029-06-01
1908,1271,Visa,Credit,4261459508856281,100,NO,1,$10900,02/2020,2020,No,2031-05-01
2696,473,Mastercard,Debit,5182798655253669,237,YES,1,$10005,04/2012,2026,No,2028-01-01
5663,1541,Visa,Debit,4170281671173425,374,YES,1,$10627,11/2011,2025,No,2032-08-01
4554,1541,Mastercard,Debit,5697088180898071,622,YES,1,$60,09/2026,2024,No,2033-08-01
2307,1541,Visa,Debit,4513747100786400,697,YES,1,$17383,03/2012,2026,No,2029-09-01
3590,149,Mastercard,Credit,5425086965050395,286,YES,1,$14200,06/2015,2015,No,2032-09-01
1219,560,Mastercard,Debit,5293577583483472,468,NO,2,$11620,02/2010,2010,No,2035-11-01
1371,560,Mastercard,Credit,5312371772380380,749,YES,1,$6900,02/2017,2017,No,2029-08-01
5065,560,Visa,Credit,4205841889242536,193,NO,2,$12500,10/2006,2026,No,2033-02-01
2185,1006,Mastercard,Debit,5768034144342998,339,YES,2,$14814,03/2008,2022,No,2031-09-01
4305,368,Visa,Debit,4022388623982220,297,YES,2,$20756,08/2009,2024,No,2030-09-01
5566,368,Mastercard,Debit (Prepaid),5936702504666287,175,YES,2,$63,11/2009,2024,No,2031-09-01
2226,368,Mastercard,Credit,5172991779853899,993,YES,1,$12100,03/2009,2010,No,2031-07-01
3822,368,Visa,Debit (Prepaid),4445518698030679,772,YES,2,$71,07/2007,2014,No,2033-05-01
4463,368,Mastercard,Credit,5296450786659328,567,YES,2,$13000,08/2017,2017,No,2031-02-01
2408,1696,Mastercard,Debit,5412731781518758,599,YES,2,$12047,04/2000,2022,No,2034-08-01
1220,416,Mastercard,Debit,5587024233247132,531,YES,2,$14066,02/2010,2026,No,2029-08-01
2883,416,Mastercard,Debit (Prepaid),5959812127527703,122,NO,2,$60,05/2005,2013,No,2034-01-01
2399,416,Mastercard,Debit,5554908163647067,289,YES,2,$2041,04/1997,2026,No,2028-12-01
6031,51,Visa,Credit,4718480260665073,909,YES,1,$12700,12/2010,2025,No,2035-01-01
1637,51,Mastercard,Debit,5871278934255113,101,YES,1,$27124,02/2020,2020,No,2034-06-01
1450,51,Discover,Credit,6513518494320521,191,YES,2,$6400,02/2020,2020,No,2028-10-01
2727,1477,Mastercard,Debit,5770262844753641,717,YES,2,$18171,04/2014,2014,No,2029-11-01
3747,1477,Visa,Debit,4825679880273598,133,YES,1,$44314,07/2005,2022,No,2030-05-01
4947,1477,Discover,Credit,6994217664929322,198,NO,1,$12700,10/2001,2024,No,2034-01-01
2676,260,Mastercard,Debit,5136583159442030,321,YES,1,$21007,04/2011,2025,No,2030-10-01
5119,260,Mastercard,Debit (Prepaid),5855459575617149,547,NO,1,$65,10/2008,2024,No,2028-01-01
5895,857,Mastercard,Debit,5489916459927550,425,YES,2,$10405,12/2007,2025,No,2032-02-01
4739,1167,Visa,Credit,4576167031845753,540,YES,1,$12500,09/2009,2024,No,2029-08-01
2159,1167,Visa,Debit,4341601262077056,511,YES,2,$19070,03/2007,2007,No,2028-04-01
3666,1167,Mastercard,Debit,5530247037796971,398,YES,2,$30950,07/2001,2006,No,2033-05-01
3426,1358,Mastercard,Debit (Prepaid),5722130479224541,447,YES,1,$80,06/2009,2026,No,2033-06-01
1909,1358,Visa,Debit,4260770454530847,303,YES,1,$26394,02/2020,2020,No,2035-11-01
5368,1611,Mastercard,Debit,5864678527405060,209,YES,2,$12132,11/2001,2014,No,2034-10-01
1318,1611,Mastercard,Credit,5309806228982693,888,YES,2,$1900,02/2013,2013,No,2029-06-01
1252,734,Visa,Debit,4090974875409305,478,YES,2,$5507,02/2010,2010,No,2033-04-01
4990,734,Mastercard,Credit,5146631536689214,498,YES,2,$6300,10/2003,2010,No,2035-04-01
4671,1507,Mastercard,Debit,5902106574231833,726,YES,2,$19573,09/2008,2015,No,2032-08-01
5589,1507,Visa,Debit,4088009907063244,841,YES,2,$29543,11/2009,2025,No,2033-05-01
3449,1507,Visa,Debit,4613081576154866,531,NO,2,$19171,06/2009,2013,No,2029-09-01
4393,504,Mastercard,Debit (Prepaid),5854434366617595,685,YES,1,$72,08/2012,2026,No,2032-12-01
5280,504,Visa,Debit,4986472355842402,877,YES,1,$11710,10/2013,2013,No,2033-05-01
2263,524,Visa,Debit,4983067178659303,920,NO,2,$24089,03/2010,2010,No,2028-08-01
5240,525,Mastercard,Debit,5835652546947839,163,YES,1,$15900,10/2011,2025,No,2028-10-01
6004,525,Mastercard,Debit,5052894179039690,604,YES,1,$11595,12/2010,2010,No,2035-04-01
4811,525,Mastercard,Debit,5407600934550843,335,YES,2,$13257,09/2011,2025,No,2032-01-01
2793,250,Mastercard,Credit,5464567834760933,217,YES,1,$8200,05/1997,2007,No,2029-11-01
4940,250,Mastercard,Debit (Prepaid),5824072261463088,574,YES,1,$57,10/2025,2017,No,2032-02-01
3971,250,Mastercard,Debit,5387283225052992,236,YES,1,$10412,07/2011,2017,No,2032-05-01
2914,250,Visa,Debit,4123003512524806,338,YES,1,$7808,05/2006,2024,No,2030-06-01
2186,479,Mastercard,Credit,5692954458453302,528,YES,1,$16600,03/2008,2014,No,2033-10-01
4189,343,Visa,Credit,4742225389926537,690,YES,1,$11000,08/2006,2017,No,2030-09-01
3582,343,Mastercard,Credit,5052795584928351,868,YES,1,$10800,06/2014,2014,No,2031-01-01
1288,343,Visa,Debit,4906697568806155,115,YES,2,$38385,02/2011,2025,No,2035-03-01
3953,343,Visa,Debit,4838741431544661,808,YES,1,$14625,07/2010,2010,No,2030-06-01
2410,343,Visa,Credit,4293283293714115,346,NO,2,$12400,04/2000,2007,No,2029-12-01
1091,343,Mastercard,Debit,5084262281266937,599,YES,2,$24943,02/2006,2026,No,2030-11-01
3523,343,Mastercard,Credit,5806194988137545,655,YES,2,$12300,06/2011,2025,No,2035-05-01
3637,1196,Visa,Debit,4848365658346021,472,YES,1,$14623,06/2018,2018,No,2033-01-01
4000,1196,Mastercard,Debit,5215179642753327,991,YES,2,$15017,07/2012,2026,No,2030-04-01
4542,1196,Visa,Credit,4898915603819946,656,YES,1,$11100,09/2003,2025,No,2029-01-01
1179,1530,Mastercard,Credit,5368997770474837,813,YES,1,$600,02/2009,2013,No,2034-10-01
5322,1963,Mastercard,Debit,5461853964107432,157,YES,1,$17220,10/2017,2017,No,2034-03-01
5418,1963,Visa,Debit,4982128140473182,133,YES,1,$29041,11/2026,2022,No,2031-01-01
3317,1963,Mastercard,Debit,5735308019363324,502,YES,1,$25297,06/2006,2006,No,2035-09-01
1638,1963,Mastercard,Debit (Prepaid),5287850605380294,507,YES,1,$71,02/2020,2020,No,2032-01-01
6058,1963,Visa,Debit,4198976754515199,970,YES,1,$21692,12/2011,2026,No,2034-04-01
3364,1963,Visa,Debit,4714171193381622,214,YES,1,$18384,06/2007,2024,No,2034-11-01
4565,1963,Visa,Credit,4845860911762398,234,YES,1,$20700,09/2026,2026,No,2031-06-01
1381,764,Mastercard,Debit,5445576229804926,764,YES,1,$20467,02/2018,2018,No,2035-12-01
1910,764,Visa,Credit,4066658055142804,743,YES,1,$4400,02/2020,2020,No,2029-03-01
5291,213,Mastercard,Debit,5245186032047233,952,YES,2,$18074,10/2014,2014,No,2028-03-01
1639,213,Mastercard,Debit,5257903366583683,911,YES,1,$37778,02/2020,2020,No,2032-03-01
4954,410,Mastercard,Debit,5568241893888014,382,YES,2,$26822,10/2001,2007,No,2033-03-01
2801,410,Visa,Credit,4599206670491662,819,YES,2,$15000,05/1998,2022,No,2035-11-01
1221,1685,Mastercard,Debit,5638911805485528,857,YES,1,$8451,02/2010,2010,No,2034-11-01
5613,1685,Mastercard,Debit (Prepaid),5456998274620242,314,YES,2,$26,11/2010,2017,No,2028-08-01
1253,225,Visa,Debit,4556097032146114,779,YES,1,$20661,02/2010,2010,No,2032-06-01
4382,225,Visa,Debit,4558358311758359,143,YES,2,$16523,08/2011,2025,No,2029-07-01
4780,225,Mastercard,Credit,5388982948934434,283,YES,2,$14300,09/2010,2010,No,2029-01-01
4606,1210,Mastercard,Debit,5690113878914790,318,YES,1,$10589,09/2006,2015,No,2033-07-01
3403,1210,Visa,Debit,4389969412017990,347,YES,1,$26982,06/2008,2022,No,2032-10-01
1911,1336,Visa,Credit,4222289017221450,875,YES,2,$15000,02/2020,2020,No,2033-09-01
5664,576,Visa,Debit,4869825437648368,137,YES,1,$26471,11/2011,2025,No,2031-08-01
4624,576,Visa,Debit,4930515907295210,813,NO,1,$37656,09/2006,2010,No,2034-06-01
5968,576,Mastercard,Debit,5080123024859107,528,YES,2,$27947,12/2009,2025,No,2031-07-01
3057,576,Mastercard,Debit,5940844230264571,441,YES,1,$29465,05/2010,2010,No,2033-02-01
3600,576,Visa,Debit,4067511304922463,377,YES,1,$21070,06/2015,2015,No,2028-05-01
2384,576,Mastercard,Debit,5355091629499190,945,YES,2,$27537,03/2019,2019,No,2032-03-01
4969,1677,Mastercard,Debit,5650667533582383,228,YES,2,$13404,10/2002,2018,No,2030-07-01
3080,1969,Visa,Debit,4288810793226677,453,YES,1,$3016,05/2010,2025,No,2034-04-01
5549,1969,Visa,Debit,4179498334263775,254,YES,2,$32809,11/2008,2010,No,2032-02-01
4934,1969,Mastercard,Debit,5146650564715215,331,YES,2,$16519,10/1998,2015,No,2033-04-01
4231,1969,Visa,Debit,4575344947327711,350,NO,2,$28759,08/2007,2014,No,2035-05-01
